"","Text"
"579316","13:46:44 Robbie Davis: My Ex-wife and I are unfortunately the people still on this house. My current wife of 8 years is the one that brings in more money each year. We file our taxes together so it shows us both bringing in a certain amount of $$$ since we are both self employed hairstylists and work in the same location. We are all just clueless on how all of this works. I just know that our almost $1,000 monthly payment for our 1300 square foot home that’s said to be worth $90,000 surrounded by habitat for humanity houses....that’s a very high payment.
"
"581017","12:30:08 Angela: Forever,  it’s a nice property and a nice location.
"
"582000","03:35:14 Michael McLarnon: location..."
"582383","03:13:23 Jonathon Powell: Well we have been moving a lot over the past 5 years and now we have a little bit of stability being in the military with the current location. We have always always wanted to buy/live in Florida. All the pieces of the puzzle fit except our credit right now. Specifically mine."
"582882","02:49:13 Jesse Moses: Perfect location, great neighborhood, and feels like a perfect fit for us.
"
"584871","01:55:12 Donald Morrison: Most days lol. This location just over a year, since 1998 in total
"
"585728","01:31:37 Christopher Steed: The location and taxes"
"586496","01:16:25 PANAGIOTIS PAPELIS: I have been renting this home that I am living in for over ten years and I want to buy it. I have been rebuilding my credit since my divorce and remarried. We want to buy this house and I have a great income. I have worked for the same man for over 10 years at this location and for the same man overall for the past 22 years."
"587541","00:43:07 Trevor Hadorn: Which used to be Clarkson Eyecare, which still exists, but now just serves as location names for half of their locations...  so you know... Not confusing at all or anything lol
"
"587800","00:43:07 Trevor Hadorn: Which used to be Clarkson Eyecare, which still exists, but now just serves as location names for half of their locations...  so you know... Not confusing at all or anything lol
"
"589079","00:23:47 Michael Chirumbolo: We aren’t 100% on location and a lot of places I’ve looked have had much cheaper taxes"
"590239","23:28:54 Charles Krieger: Thanks.  I recommend having a location on the website for this."
"590447","23:28:54 Charles Krieger: Thanks.  I recommend having a location on the website for this."
"593081","22:21:32 Genia Elsner: In the Tampa area where I am now. Just a different location."
"593084","22:26:23 Genia Elsner: I’ve only looked a little. Probably more a single family home but condo/townhome may be acceptable if I like the place and location"
"593643","22:03:42 You: Hi Janet. I am about to schedule my closing date. I'm going to pick a location in Arizona since I am traveling. My home is in Michigan. Is that ok?"
"593696","22:05:59 Dennis Clough: we have not agreed with a price yet but are certain that he will be firm at 190000.  the house is in a great location, well built and very attractive and is laid out nicely.  Many unique qualities.
"
"594361","21:48:35 Danny Hemphill: No - we currently own a home and plan on keeping it as a rental or secondary vacation home due to its location"
"595431","21:36:26 TIMOTHY WILSON: I'm looking to stay Within 30 minutes from my current location"
"596413","21:31:32 Amy Villastrigo: And only if necessary.  If it were a location which I thought would increase in value... possibly giving me a bigger return on my investment then I might consider using more of it."
"597059","The estimated savings statement is calculated over a 7-year period utilizing the following loan scenario and includes both interest and fees savings: home purchase in the state of California with a Loan-To-Value of 80%, Loan Amount= $250,000, Single Family, Primary Residence, FICO= 720, Term= 30yr as of 3/27/2018. Average Executive Membership level savings is $5,972, which includes the lender fees savings as of 3/27/2018, as compared to an average of national mortgage lenders in a comparative study conducted by Informa Research Services Inc. Individual savings may vary based on credit score, Loan-To-Value, location, Costco membership level, and loan amount, and is subject to loan requirements underwriting and approval. Marketing Approval Date 7/1/2018
"
"597178","20:47:37 Sierra Carpenter: This one I really like with location and everything is 190,000
"
"597596","20:48:27 Lynn Smith: around 1800 monthly each.  And I am still working full time and will be for several more years.  I work from home so will be able to transition the work to the new location"
"599481","19:50:32 You: Our HOA would like to move our deeded parking spot to a different location. The lawyer representing us asked us to send the details to  Quicken Loan and ask you to confirm the change. Can you let me know whom to contact?"
"600519","19:27:11 You: is it possible to do it on Tuesday 8/14 at 7pm location....1509 Lawndale"
"603197","18:45:15 Robert Reed: It was not damaged during super storm sandy and is in a location where I believe the property values will be going up in the near future"
"603314","18:45:15 Robert Reed: It was not damaged during super storm sandy and is in a location where I believe the property values will be going up in the near future"
"603617","18:25:44 Caressa Bateman: Thank you. I like the location price of this home"
"603618","18:25:51 Caressa Bateman: location and price*"
"608736","16:52:59 Samantha Davis: Currently renting and not satisfied with our location.  Not really interested in renting again to move."
"608771","17:07:12 Robert Parker: Mainly, I love the house. The location. Close to work. And buying now will be a better option than renting.  Also, figured since Trump has appointed some laws to help people buy a home.
"
"610588","16:16:56 You: 10 and the same location"
"611544","15:56:24 JOSEPH GLASPER: there a lot of homes we like on the market. It is time I start thinking about retirement locations."
"614184","15:06:12 Hannah Campbell: bc the right home in the right location went on the market"
"616029","14:28:17 Linda Case: 269-858-8686 i would rather do the online chat and not talk. Im in a public location this is more private"
"617076","14:07:43 Nathan Gageby: looking to move from my current location"
"617077","14:08:54 Nathan Gageby: I have a specific location in mind to accommodate my needs for work."
"618070","14:03:01 Gabriel: 7 years 1 year currently at this location. It's closer to.home"
"618150","13:37:51 You: It states the address but I have no idea what the time frame looks like to determine the best location."
"618151","13:38:10 You: If this is during the day, we would do it in a different location than our home.
"
"618671","13:29:49 Joseph Forman: The price and location are great. It's halfway between her parents and mine. It also offers more space than what we have now and thats important since we have a two year old"
"620695","03:41:51 steven forristal: we need a home that is accessible to elderly and it would be nice to be in a good location for the children's schools"
"620998","03:36:11 Joel Stephen: Its location and the layout."
"622686","02:23:09 Laura McQuaid: I am talking to a realtor though about options, locations, etc... he recommended this site to see what I can afford
"
"624712","01:27:18 Sarah: I'm alittle confused as to what I am supposed to do next.  I read the appraisal cover letter and the appraisal.  Everything looked good.  The only issue I saw was the location of the deck on the first floor.  It doesn't look right."
"624901","01:24:37 Edwin Rolon: I've been working on getting them up.  Just need to see what I qualify for, etc.  I live in NJ but looking for a place in Spring, Tx. I travel between both locations and perhaps will retire down there someday
"
"625134","01:12:29 Gary Conyer: Looking to move from a condo to a home to have more space. Location of condo and new home is Branson, MO.
"
"625657","01:03:09 Anslee Parry: Me and my husband previously met with a loan agency in our hometown and we discussed all the different types of loans and agreed this would be the best for us due to having to put no money down and the location in which we are looking to buy."
"626123","00:57:56 Margaret Bayliss: The location on this is excellent for both kids jobs."
"626346","01:06:15 Jade: Yes. Same building, same location, etc
"
"626922","00:40:46 You: Love our house and our location"
"627123","00:40:46 You: Love our house and our location"
"632890","22:20:41 David Tourdot: Well we have been looking at land to start with so if we buy we could move our rv out there to use to vacation and some day built a small retirement house on. prices from 12,000  to 50,000 pending size and location
"
"633445","22:06:34 Keith File: We have been renting at the lake for several summers and we are ready to have our own home.  This house is a cabin with charm and is in a great location with a beautiful view.  Our children love the lake and we plan to spend a lot of time there."
"633479","22:39:50 Chris Moffet: Not at this time.  The location of the home I found is where I am interested in purchasing."
"634195","21:53:44 Ashley Stephens: We are looking for possibly a four bedroom in good location and with a yard and garage if possible"
"634933","21:40:49 Peter Perez: We are here already! Actually we moved in as a new build. Location works. Size works. Price should work."
"636017","21:12:49 Nathan McCormick: the new house is listed at $735k, it's pretty awesome, much better location, closer to both of our jobs by a good 45 minutes...
"
"637603","20:30:33 Tyler Brown: We are looking to see if we are in a position to move to a location with better school for our son with autism. I can respond to texts at 970-818-6116"
"637843","20:30:33 Tyler Brown: We are looking to see if we are in a position to move to a location with better school for our son with autism. I can respond to texts at 970-818-6116"
"637951","20:30:33 Tyler Brown: We are looking to see if we are in a position to move to a location with better school for our son with autism. I can respond to texts at 970-818-6116"
"638839","20:11:11 Mark Medinas: A location close to joint base Lewis McCord is key. And we like new construction as we are busy and don’t have time for fixer uppers"
"639109","20:05:06 brenda petrosky-ross: 989-889-4960  Let's stay online for now.  My location isn't private."
"640128","19:43:49 Iolie Harper: I have not picked a specific home but am interested in general criteria such as a general location and I would like an inexpensive house."
"641122","19:22:33 You: My computer doesnt have google maps.  I need to know the closing location address and company."
"642601","18:59:36 raymond ratterree: new location, bigger property
"
"642918","19:03:10 Edward Fallon: I want to see what I can afford before I get too serious. Knowing that will give me the foundation I need to make a location and purchase decision."
"643474","18:42:37 You: I chose the location but it will not allow me to pick a time.  I think 6pm would be good."
"644011","18:38:33 Austin Ringel: Location and price mostly"
"645340","18:23:40 Tracy Earle: Yes, we just contacted her today. She is supposed to be getting back with us to do a Skype on location at the property with us.
"
"647678","17:21:26 You: I would like to change the location where i would like to purchase a homuse"
"652346","16:16:09 Timothy Schroeder: Location for work, also I know the area so it makes it easier.
"
"653334","16:01:05 You: is the location"
"654216","15:51:45 Michael Rusch: Does location matter? Like can I look for anything upstate?"
"654618","15:40:18 Darin Ulmer: Yeah I love it, I am very familiar with the area and is half way between our family cabin and where I live now.  I love the location and I spend dozen and dozen of days fishing in this area all year long.
"
"656667","14:50:21 Stephanie Sprinkle: Well, I haven't done as much looking as I should so I have only found a few homes I really am interested in. All are 3 bedrooms, 1 1/2 or 2 baths. Basic single family homes. Nothing extravagant. I prefer something up to date and not very old. No oil heat.  Prefer Central Heat & Air. In a good rural location and not a main road.
"
"658350","14:23:22 Hi I wanted to see if I can be approved for a home loan: Not sure of the location"
"658966","14:25:30 Dan Ely: Just different location and a promotion"
"660217","13:46:00 You: yes we live at the location"
"661624","13:17:45 Scott Henson: We also really like the areas I mentioned, they are a little more rural than our current location
"
"661714","13:05:19 Danielle Bayer: We would like to have atleast 3bedrooms and 2 bathrooms, and preferably a garage and backyard.  However the location is most important to us.
"
"662322","12:28:35 Brandon Butler: 2 family home with a good location and nice backyard for my dog"
"663978","03:28:29 Robert Reagan: Location, Lockation... Privite road, quiet setting.
"
"664353","03:05:20 Mark Becker: Just getting started, I found a “house”, it’s a trailer house but is something. I like the location and plan on building a house eventually. They want 36500 for it.
"
"665095","02:50:11 james pahl: Well I race at meridian speedway so I am starting to have a large car collection. I would like to have a little bit of land so I can store them. I am also looking for a place with a shop. I really despise working on cars in the elements. As for location we were hoping to find somewhere in canyon county because I heard it is cheaper."
"667492","01:43:04 Radvydas Peciokas: yea I like it and it is in down town providence which I think is a good location"
"667926","01:23:25 Michael  Vedenhaupt: We like everything about the house location and that it will accommodate my entire family"
"670063","00:34:49 Jordan El-Sabeh: And the house I’m looking to purchase is newly renovated and in a great location"
"670066","00:38:43 Jordan El-Sabeh: It’s actually around 305k but we’re willing to go a little bit higher for this place given the location."
"671764","00:05:14 Jonathan Riley: Is Rocket Mortgage only online or are there brick and mortar locations?"
"671793","23:50:43 Mette Smith: The yard and location!"
"672820","23:38:03 David Gobern: Mainly because its been in the family she grew up here location is a great neighborhood"
"672852","23:43:35 Susan Adams: My current home may be a difficult sale, due to location. It’s going to need a specific buyer. It was the home of my husbands family several years ago.
"
"674576","22:53:36 Brent Yonk: We’ve been in the area for around 3 years now and feel like we know the area well enough to pick a home location.  We found a nice new development area that would be a good fit."
"675160","22:38:09 Edward Feldman: Getting started so looking for immediate new location if I’d qualify for a mortgage I’d probably pay less buying while getting more than the average rents in my location"
"675681","22:47:56 Marvin Norfleet: In both locations?"
"677004","21:59:14 You: i am talking about location of closing"
"677006","22:05:15 You: do you know what day it will be. so i will know what location. we are out of town at the current moment?"
"678212","21:35:40 Linda Champion: It's just in a good location and i like the style of the home and my fiancé actually did the renovations in it."
"684243","19:30:38 Alberto Estrada Jr: I am attempting to get a loan to buy a house, because our lease is almost up and we don't want to stay in our current location. Our family also has a new addition on the way.
"
"684452","19:30:38 Alberto Estrada Jr: I am attempting to get a loan to buy a house, because our lease is almost up and we don't want to stay in our current location. Our family also has a new addition on the way.
"
"687187","18:44:28 You: We would like to change the location where we sign papers, I haven't thought about the fact that we have dogs and it gets kind of hectic.
"
"688621","18:20:39 Benjamin Spaulding: have an idea of the location, size, etc. but looking to get a feel for potential purchase amount
"
"688663","18:28:00 Karen Ferree: Well I prefer NC but like I said I wouldn't rule it out. I've seen a little house on McBrayer Homestead Rd. that is on the market for around $75k. I like it and I like the location."
"690489","17:34:24 Michelle Trabosh: I wanted to ensure you noted I am retiring and want a new mortgage at new location."
"690514","17:44:44 Courtney Moore: I accepted a new position in Cincinnati. The new location will be about an hour drive from where I am currently"
"690555","17:45:09 You: location is 18 Archer Drive Monroe NY 10950.  best time is 10 am"
"690850","17:56:07 Ana Lezcano: it depends on the location. Where I currently live it can be 200 - almost 600 a month depending on the property/community."
"691054","17:34:24 Michelle Trabosh: I wanted to ensure you noted I am retiring and want a new mortgage at new location."
"691526","17:28:36 Alexis Farmer: It's the perfect size for my son and I. The location is ideal."
"691616","17:34:12 Elyse Acker: right? what a steal :D probably the location and general and property, it is in a beautiful area and has a great layout
"
"693886","16:39:34 Edward Eubank: Love our location-outgrowing the space"
"695207","18:01:47 Diane: good location oldest house in Nixa missouri"
"695677","16:13:56 You: whick location"
"695678","16:14:08 You: which location"
"696542","16:02:12 Stacie Sampson: The location is great, its less than a block away from the metro and its close to my mom.
"
"698493","15:35:49 You: 08-07-18 works for me.  But I don’t understand what you mean by location?   Do I need to go somewhere for closing?"
"698532","15:35:05 Lisa Jackson: Ok. Next, even though I plan to work at my new location, I only want my retirement income, assets, no debt and a high credit score to be considered for this loan. L just closed on my former home last week, paid off all debt.
"
"698657","15:47:05 Kathleen Oresky: Well we're still trying to figure it all out since we're just getting started looking. We are mostly focused on location at this stage. We want the home to be a good location where each of us can commute to work easily. We are looking for either a townhouse or a single family home with 3+ bedrooms."
"700081","15:01:09 You: I have it scheduled for Aug. 11, but I don't see the location of the closing
"
"700083","15:02:28 You: Can I pick a different location, my home will not be available that day
"
"700646","14:51:44 You: for closing at starbucks location?"
"700831","14:47:46 You: hi, i got an email to sign into my mortgage account to pick a closing date, time and location but I don't see where to do that in my account
"
"701196","14:44:15 Matt Zeolla (MZeolla): Was there any area or location that you had in mind?"
"701333","14:56:13 Nicole McKechnie: Really like the location, block construction and of course we are used to it(easiest option)
"
"701675","14:33:47 Amanda Gross: I have found one that I love, in the right location, in the right price range. I haven't yet had a chance to really do a full inspection on the home yet. Which is why I say ""possibly.""
"
"702370","14:27:55 You: I also believe the valuation of the home is higher than what your  site says it is. We live in a very desirable location and a similar property sold for over 900k last year."
"702756","14:27:55 You: I also believe the valuation of the home is higher than what your  site says it is. We live in a very desirable location and a similar property sold for over 900k last year."
"705585","13:24:20 Michael Shultz: I currently live over an hour away from work. We are trying to find a location half way between his work and mine. We originally bought our current home for the area (schools for our kids) we’re at the point, where we’d like a larger home for grandkids and for us to enjoy
"
"705959","Irving, TX 75039  1:30 8/7/18. which is correct. I was supposed to receive a phone call to advise me of location, but never did. I am not happy with the way things are going.
"
"706550","12:45:03 Brad: ok, second question is: my location  of work will be different from where I plan to buy the home, what are the rules associated with such a situation
"
"706950","12:19:46 You: Has the location and time for the closing been determined?"
"708226","03:07:03 Julie Ezzo: better location more space"
"708955","02:37:55 Anthony McMullen: no, already have the location picked out and agreement with the seller
"
"709184","02:14:19 HUI ZHOU: location"
"709191","02:19:33 HUI ZHOU: for the last a year or so, and this condo has a great view and location that we really liked
"
"709537","02:00:30 Franklin Rhodes: It is the location I have listed"
"709861","01:52:38 Susan: I'm tired of my increasing hoa fees here.  I still want a 2 bed 2 bath home close to my work (i currently walk less than 2 blocks to work) with a small backyard with a pool.  The Santo Tomas area is across the street from me (still in my good location to work) and there a prettier, have more privacy, and pools
"
"710394","01:33:34 Victoria Smith: location"
"710907","01:22:01 Alex: we've been thinking about it for a few months, we just found the house we really want in the desired location
"
"713957","00:07:56 Ryan Ziegler: I am looking in the Montgomery County, PA location.  We recently had twins so we are a family of % now.  Our apartment lease is up Sep 15 so we want to se what we are preapproved for before we decide if we should rent another year or purchase our first home.
"
"715155","23:10:21 Daniel Chambers: Not sure of location but in blackwood sicklerville area"
"715945","22:43:25 Spencer Crume: We live in Shasta County, the location of the Carr Fire, in Northern California. We were planning on buying in about a year but our landlord called and said that he decided to sell our house because it is a good time to do so since so many people have lost their homes due to the fire. Bad for us but its our of our hands so we wanted to see if we could qualify to buy now.
"
"716831","22:14:38 nigel Hill: are you asking for location or if i have found a house location is griffin ga and havent found a house trying to see what i can get"
"717273","22:17:03 Johnny: just locations"
"720168","20:08:26 Joseph Steinmetz: I'm alright. I only know the county I want to buy in and not a specific town so I'm not sure what to put in desired location."
"722235","19:18:47 Christie Hayes: Because they where first in two different locations: Az and Ca, I had to take care of Az first to switch it to Ca, then I take care of it all together
"
"722509","19:14:35 Scott Moss: Really varies on location and type of house"
"722953","18:49:31 BANY ISMAIL: location"
"724814","17:50:16 Jennifer Leonti: Our incomes are rising rapidly and we need to own rather than rent. We also realized that we did not have a foreclosure on our history, as we originally thought. This allows us to consider the possibility. We are still working on our credit, but need to know our options now as my husband's business prepares to move locations.
"
"725554","17:26:29 Elisa Broadway: just getting started.  Plan to transfer to another job location with the same Agency I have worked for over 18 years.  I have been paying for my current home on time for 15 years so I think I should be considered a good applicant for a New mortgage Loan however my credit score is not good.  I also have 70-90,000 equity on my home and $120,000 Retirement account which I am hoping will all help me to secure a new home Loan
"
"728922","15:27:52 Celina Hogan: Looking to see how much I can spend, but have a few locations in mind
"
"731863","13:12:12 Russell Blakeslee: The house was re modeled by a friend. It’s right next to family. So the location is perfect. It’s a large home in a small village I grew up in. He is willing to give me a great deal, so here I am. Hopefully we can make something happen.
"
"732121","12:44:03 Kayte Meeker: The Burlington area.  I'm a float for  Aurora Healthcare so depending on which location im assigned either 5 -30 minutes"
"733535","02:21:04 Stephanie Scaliatine: its honestly not the best time in the rising rate environment but we have been working with this couple for a while and due to the location near family, we were wanting to buy it
"
"734827","01:25:36 Danielle Benjamin: I can't right now- is there a Quicken Loan location in Dubuque, IA?
"
"735925","00:53:24 Tracie Peterson: yes because of the desired location, and size, but who can tell. :)
"
"736619","23:45:45 Amy Carmichael: I love the yard, the location is good, it has fruit trees in the yard,'
"
"737064","23:28:56 Benjamin Pulliam: Hi.  I'm in a situation where I have to move for work and got very little notice to properly prepare.  I'm out of town training until October, and am looking at homes in my new location.  I'm trying to pre-qualify in case my realtor and a friend are able to find a good house for me before October.  My intention is to sell me current home, but I know I won't be able to do so before October and expect it to take a while after I complete the move.  Your questions don't have an option that fits this situation.  What is the best way for me to answer the questions?
"
"738729","22:28:01 Brady McKenna: It'll definitely be a good starter home for us, good location, great yard
"
"739019","22:05:35 Allen Gajeske: Still looking, just know the location
"
"744149","19:20:43 Linda: im inquiring for my son, about refinancing. do you refinance double wides the have been moved from  an existing location?
"
"744306","19:26:01 Joselito Surdilla: Do we need to be in the same physical location or can this be done virtually?"
"744399","19:17:48 Douglas Wadsworth: Single family is ideal, town home could work (given our price range and location, single family seems kind of unlikely)
"
"745369","18:52:59 Valerie Wilson: We’ve been paying 1500 a month for 4.5 years for rent at our current location and have never been 1 day late so we just figured we could pay 2000 to 2200 a month for a home we want to own and will be paying our car off next March which will free up another 550.00 a month.."
"748214","17:51:30 Mitchel Jones: I haul crude oil from location to a pipeline offload station. I get paid for the miles for that haul and for how many barrels I haul. I also get hourly for any down time like if I have to wait to load or wait to offload or if my truck breaks down. We also get a quarterly safety bonus of $800, so $3,200 a year if we have no accidents in that quarter.
"
"748368","17:13:03 Bo Yuan: It is in a great location, I've lived close by for several years.
"
"748485","17:08:32 Greg Kaiser: I’m flexible on location within that general area. Need to be realistic on my payment and what I can afford."
"749080","16:56:25 Jessica Hansen: The location and the size of the house"
"749133","16:55:49 Monty Barkauskas: Condo in a good location - this will be a second residence"
"752638","15:22:25 Bryan Szuch: Lewis Center, OH is the primary location
"
"752950","15:37:23 Christopher Papa: Right ... the exact location hasn’t been decided yet but that’s good to know"
"755832","13:35:40 Michael Repp: Looking at a duplex in Gardner KS today. Its 14500. The place is perfect from the outside, the location not so much so that is our reference depending on what we can qualify for.
"
"756358","13:06:22 Valerie Calp: Good location, good price and a rancher
"
"756812","12:13:48 Paul Rose: Opportunity....right property ...right location..."
"756814","12:16:17 Paul Rose: More living space than I presently have ..stick built....nice location."
"757757","02:54:35 Rod: no income limits for geographic location"
"759949","01:32:37 David Williams: How do you do that?  In hirise and views and location in building matter."
"761533","01:07:59 Nathan Swope: Would that work for any house in those areas or it it limited to location?"
"762335","23:53:32 Vivek Vaidya: although the exact location may change during my search obviously"
"763257","23:30:54 Taylor Huston: Not entirely cause I'm not too picky on location. I can just give you the ZIP of Tigard"
"765399","22:35:50 Andrew Reine: We have family there and are looking to get away from the rising crime here in NOLA.  Also with my Insurance Adjuster work, we are on the road working all over the eastern half of the country and Nashville is a great centralized location for us. Also the taxes and insurance are a lot lower there than here
"
"765438","22:39:13 Jakob Hendrix: I've lived there before and quite liked it.  Good location, nice design, nice size.
"
"765821","22:22:33 Regina Wunch: The location and layout"
"766443","22:00:26 Benjamin Stein: Location, affordability
"
"766798","21:47:18 You: My closing location has the wrong address.  It should be 107 West Franklin Street, Sesser, IL 62884
"
"769000","20:50:30 You: cani change my closing location address?"
"772253","19:44:24 Melissa Wodtkey: Well somewhere between sturgis and Portage? Not really set on exact location yet"
"772412","19:44:00 Jasmine: It would be also be an ideal location closer to work"
"774466","18:53:43 Ashley Knapp: it is such an amazing location and price, and school district for our kids
"
"777499","17:37:18 Michael Buerke: Location, location location. It's exactly where we want to live. 2.5 acres on a creek, in the same town about a 1/2 mile from our current house of 16 years.
"
"778119","17:34:21 Bambi Wolf: This move wont be no time soon, but the location is great, have friends in area and its great investment
"
"778589","17:16:00 Kia: that part is tricky, the location
"
"778603","17:12:55 Izak Dotson: The price and the location verry close to my work"
"778986","17:16:53 Sixu Fan: I'm very particular with location haha"
"782690","16:03:54 You: You have asked for a property tax statement for a property location of SEC 14 TWSP 12N RNG 70W in Larimer County CO. The trouble is that I don't own any property in said township so a property tax statement doesn't exist. There is an error on my insurance declaration page that has gone undetected for years. I have talked to them about it, but I doubt they will be able to get a corrected declaration page to me before your Aug 4 deadline.
"
"785861","14:50:53 You: Since you have asked my to set a location for closing, I'm assuming you have finished all your tasks and I have, too.  Right?
"
"790409","13:14:15 Meghan: Me and my partner are looking for a single family home.  We know the location we want to be in North Raleigh and I have flagged a few homes that I think fit the bill.  Preferably 2-story with back yard and deck"
"791837","11:14:33 Frederick Sadofsky: Brand New 2nd home for us in Nashville - 4 br 3.5 bath and a real nice location"
"794076","02:38:22 Brendan Cysewski: Mostly we are concerned with location. I want to be closer to my job and also in a decent neighborhood thats close to shopping and stuff. We have driven around the last 2 weekends checking out places."
"794883","02:18:25 Wanda Mitchell: Either near my current location or Greensboro NC near great school districts such as Grimsley, Page, and North West High Schools
"
"794884","02:19:29 Wanda Mitchell: I would prefer my current location Davidson County bc the property taxes are lower"
"796528","01:27:43 Katie Powell: The location and the shower. Also the owners were willing to work with me on the contract part."
"801418","23:34:11 Philip Lee: Yes, I thought that would be a price for the type of home I’m looking for in our location.
"
"801683","23:22:25 Misty: It is a 3 bedroom 1 bath with 2.5 acres of land. My son rides a dirtbike so the land is great. Nice location. Even though it's a 3 bedroom the price is lower than most 2 bedroom 2 bathrooms houses in that area with less land."
"804764","21:51:42 Dustin Logston: Plus the location is where I want to be"
"806392","21:18:39 Clint Daniels: Within 25-30 max. I will be more serious on location based on price due to location.  Madison is expensive property"
"806805","21:00:04 Athena Schrank: No, they are not specifically paying for the moving costs. He does get a bonus because he is transferring to a new location.
"
"808024","20:38:55 Michael Crawley: price, location and my wife.
"
"808226","20:43:38 John Hood: I don't, we have traveled to house hunt, so all tax docs are back at our current rental home location. What should I do?
"
"815784","17:05:00 You: Kristen Gartley I have a question about my escrow balance.  I am closing on my house tomorrow and want to know what to do so that escrow gets sent to the right location"
"816122","17:01:03 You: We are still on vacation the 11th of August.  We will be available the 13th of August at 10am, same location.  To change the date of the 3 given I was not able to put the 13th.
"
"816124","17:05:16 You: I had put that Panera Bread on Military Rd. near Olive Garden's would be the best location.  I have elder parents that live with us and I don't always want them to know our business."
"820815","15:39:59 craig cantrell: we have been at current location for 3 years"
"826674","14:13:38 Paige Thornton: my heart is not set on this location. i am still looking"
"827123","13:09:26 Eugene Linnartz: Okay - BUT - I'll be in one location and my wife will be here - so that might be awkward.  I'll call client care specialist and work out details. Thank you!"
"830125","03:31:03 Dan Davis: the 3/2 is as big as our current home.  we can get 1500/mo positive cash flow from our current home.  makes no sense to live here.  the new triplex location is only 2 blocks from our lightrail transit.  super convenient.  We probably will be selling a car as we won't need it anymore.  our current distance to the same transit is 10 additional blocks.  also access to grocery and schools is closer"
"831070","02:19:31 Heather Davis: Yes, there is a home that I'm bidding on.  It is in a great location, just down the street from where I'm staying with my parents.   I grew up here
"
"831108","02:31:56 Benjamin Stone: I've got my Chase checking that I use for everything with a current balance of $2300-ish. I have a small savings account that has a little bit in it (around the $100 mark) which got wiped out when I moved in November. I have $1500 in deposits for my current rental location (my landlord is also the realtor helping me look at homes). I have another account with Arvest that I use for the cars/projects/emergencies with approx. $1500 in value, but that money is already allocated so I didn't want to include it.
"
"831752","01:59:07 SHANE MILLER: I like the location and I believe its appraised around 100k"
"831850","01:49:30 Dustin: I know you don’t have physical locations - but is there still a way to meet with someone in person to go over loan details? Lol a friend of mine told me to avoid quicken and another said it looked good! So I am just confused lol! I’m looking to buy next spring or summer"
"832859","01:25:25 Karen Marks: Hello! Is it possible for a representative to email me about my loan request? Cell coverage is not great in my location"
"832860","01:28:49 Karen Marks: I was hoping a representative could contact me via email about my loan request. Phone coverage is not great in my location. My email is kmarks350@gmail.com"
"832867","01:37:51 Karen Marks: We live in a very desirable location"
"832951","01:25:25 Karen Marks: Hello! Is it possible for a representative to email me about my loan request? Cell coverage is not great in my location"
"832952","01:28:49 Karen Marks: I was hoping a representative could contact me via email about my loan request. Phone coverage is not great in my location. My email is kmarks350@gmail.com"
"832959","01:37:51 Karen Marks: We live in a very desirable location"
"833360","01:24:23 tuyen tran: you are right about that, location in springfield
"
"833587","01:27:10 Heather Lilla: Thank you - we are trying to decide whether to buy our own place or keep renting the house we are now in that my husband's parents own. It's in a great location but needs a lot of updating unfortunately."
"835875","00:20:01 Jessie Swaffar: first of all my business has improved this year and becoming profitable, my credit is good, my debt is low, im looking to move to a better location, and I happened to find a place im interested in living long term
"
"835970","00:14:50 Ebony Thomas: this location it will end up being a condo but I cant exceed that amount"
"836430","23:58:06 nicole: I stumbled upon a manufactured home that is in my perfect location. I'd like to keep the property for around two years to live in. Does Rocket finance manufactured homes? This was built in 1994."
"836432","23:59:36 nicole: No. I am only buying this property for location to satisfy other needs for the next two years. I realize a stick built home is the way to go, but I need this location. Thanks anyway.
"
"839674","22:38:06 James Law: A business breeding dogs as well on location"
"841628","21:57:38 Robert Marshall: Well, I know the guy selling this house, hence the firm-ish agreement. The price is right and I like the location
"
"844140","21:12:40 Daniel Schwartz: Placing on the market this week. In its price range, location, and market only expected to be on the market a few weeks
"
"845152","20:35:19 Amy Covell-Shamus: The location and the price"
"848740","19:26:58 Geeneza: well right now, I'm looking for a single family home of at least 3 rooms, location it depends since I am trying to see if I could be lucky with a nice house that is not so expensive but also close to where I work
"
"849617","19:12:09 Dawn Elder: Isn't it?! Definitely the location,
"
"851139","18:42:44 You: But a closing will take place at an actual  location"
"851918","18:26:01 You: I want to make certain our escrow funds are sent to the correct location.  Or is it possible for them to be directly deposited into our bank account?"
"853694","17:56:50 Jennifer Reed: we like the location"
"856527","16:57:17 You: yeah where is that location?"
"856529","17:01:02 You: so if i go to Documents there is an upload document button - is that the correct location?"
"860262","15:51:56 Lina Witt: The location and size"
"860365","16:09:43 DeWitt Godfrey: about a month, we are not in a huge rush, want and need to find the right place, right location, right price
"
"860417","15:50:05 Misti Lancaster: Better location and more space"
"862887","14:50:37 You: Can my husband and I set it up so that we are at different locations?  I am currently at our home in Florida and he is at our home in Connecticut."
"863066","14:56:10 Craig: Georgia. I'm sure of the location yet"
"864332","14:27:29 Jessica Galvan: we really love the location of the home the size the land and that the house has been nearly remodeled the house is currently listed at 309,900
"
"864963","14:09:48 Miles Wooten: Yes I believe so! Daniel, I was looking for something small but more like a 2 bed 2 bath. I have been looking at Condos but am not opposed to houses. I’ll go for the best deal and location combination.
"
"866789","13:21:18 Harold Filian: office locations"
"868596","11:38:58 Latashia Buie: No i am still looking for a location to live in"
